Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
229,XM_037949524.1,0.057607552,0.998595756,-0.266015752,0.93921386,-0.094219559,0.946914912,0.199595116,0.887078659
230,XM_037949525.1,0.026802966,0.998595756,0.513208449,0.705726368,0.220694607,0.705704219,-0.289896292,0.798926068
231,XM_037949526.1,0.192108825,0.966740793,-0.054061211,0.982502459,0.159169715,0.886873557,0.218773417,0.807664558
232,XM_037949527.1,-0.080671173,0.965938211,-0.226565222,0.705726368,-0.190852158,0.705704219,0.036188944,0.953721867
233,XM_037949528.1,0.201360622,0.909783891,0.133412524,0.945741181,0.257220371,0.705704219,0.135149969,0.905354757
234,XM_037949529.1,-0.078044869,0.97884941,-0.233777226,0.798588354,-0.184715532,0.705704219,0.049375222,0.941938744
235,XM_037949530.1,-0.046415594,0.998595756,-0.042625862,0.980490853,-0.065785819,0.909934604,-0.012358385,0.993300454
236,XM_037949531.1,0.29568124,0.915986266,0.136112766,0.961407412,0.346800153,0.705704219,0.226907405,0.880430848
237,XM_037949532.1,0.117207034,0.963867532,-0.033974433,0.980787692,0.100313475,0.844250152,0.139944668,0.826807646
238,XM_037949533.1,0.06878012,0.977438771,0.111975811,0.891536275,0.118268451,0.705704219,0.00694092,0.991445169
239,XM_037949534.1,0.026115285,0.998595756,0.029014199,0.974355738,0.037614995,0.929669468,0.010258871,0.982422514
240,XM_037949535.1,-0.009545141,0.998595756,-0.396420496,0.956682975,-0.210374373,0.941441656,0.200057219,0.958222023
241,XM_037949536.1,0.658892922,0.87107325,0.39909017,0.938449831,0.838671139,0.705704219,0.442902383,0.840924035
242,XM_037949537.1,-0.129356142,0.805898979,0.010047721,0.989220356,-0.125597956,0.484281671,-0.137917868,0.798926068
243,XM_037949538.1,-0.247435693,0.961698658,1.087577348,0.705726368,0.297854446,0.801767493,-0.789617342,0.798926068
244,XM_037949539.1,-0.069331692,0.998595756,0.577667074,0.705726368,0.196178036,0.709736565,-0.382244129,0.798926068
245,XM_037949540.1,-0.039014353,0.998595756,0.923579436,0.733327116,0.3624682,0.773672516,-0.582118315,0.798926068
246,XM_037949541.1,-0.198435732,0.827177471,0.225581803,0.789477089,-0.088363079,0.705704219,-0.319230571,0.798926068
247,XM_037949542.1,0.795421179,0.799284116,0.068288325,0.988269969,0.807968259,0.705704219,0.802029443,0.798926068
248,XM_037949543.1,0.014173328,0.998595756,0.260209054,0.914869008,0.153964936,0.789867002,-0.097194729,0.953108098
249,XM_037949544.1,0.195437185,0.774836412,0.206649415,0.759090738,0.271755594,0.475189022,0.067224844,0.916282251
250,XM_037949545.1,-0.139294505,0.91177687,-0.005416282,0.99671587,-0.145286289,0.705704219,-0.127768187,0.815728621
251,XM_037949546.1,0.138744207,0.998595756,0.160362488,0.964038867,0.208268216,0.903284458,0.041803014,0.97868931
252,XM_037949547.1,0.080945088,0.928527544,0.114495974,0.85835326,0.135535387,0.705704219,0.02387575,0.959197993
253,XM_037949548.1,-0.130993282,0.763392162,0.0144964,0.979916558,-0.124541277,0.534048634,-0.139897073,0.798926068
254,XM_037949549.1,-0.089371606,0.895368866,0.260642326,0.705726368,0.023376387,0.937732799,-0.23708524,0.798926068
255,XM_037949550.1,0.488006484,0.834512922,-0.644085634,0.760347019,0.12391074,0.933538754,0.769708962,0.798926068
256,XM_037949551.1,-0.162995154,0.97884941,0.332711813,0.882484827,0.007838374,0.994458793,-0.326577938,0.798926068
257,XM_037949552.1,0.096248206,0.998595756,0.158679414,0.955499157,0.176810493,0.89044895,0.017177097,0.989832191
258,XM_037949553.1,0.218785179,0.966862154,0.319033624,0.896873368,0.355912237,0.72139855,0.0568006,0.971548159
259,XM_037949554.1,-0.189262444,0.998595756,0.74945118,0.828024002,0.197811951,0.920582962,-0.557263486,0.798926068
260,XM_037949555.1,-0.15277985,0.919820866,0.247242987,0.811270205,-0.032759293,0.924012103,-0.276990009,0.798926068
261,XM_037949556.1,-0.129126687,0.919820866,-0.078393378,0.951481489,-0.165088056,0.705704219,-0.094212304,0.885834158
262,XM_037949557.1,1.129334366,0.773988439,-0.42710117,0.944574725,0.945418951,0.705704219,1.363440141,0.798926068
263,XM_037949558.1,-0.06868401,0.997468029,-0.013849374,0.993058921,-0.080600392,0.898047087,-0.0447714,0.957960202
264,XM_037949559.1,-0.153909111,0.854549831,0.22812749,0.728164994,-0.041929289,0.881987896,-0.270143988,0.798926068
265,XM_037949560.1,-0.06125615,0.998595756,-0.416721227,0.826384886,-0.262931781,0.705704219,0.15531156,0.926487946
266,XM_037949561.1,-0.182787263,0.945142511,0.401334849,0.740470285,0.016645695,0.974124478,-0.382685584,0.798926068
267,XM_037949562.1,0.200306045,0.847320643,-0.364441647,0.705726368,0.029116678,0.942879186,0.400027125,0.798926068
268,XM_037949563.1,-0.00748962,0.998595756,0.005649624,0.996331036,-0.007170924,0.983922329,-0.010722202,0.987101366
269,XM_037949564.1,0.186863611,0.96445584,0.306787589,0.872971089,0.326957391,0.705704219,0.026709468,0.986299322
270,XM_037949565.1,1.076863449,0.801699042,0.798007864,0.881710101,1.350862124,0.562846965,0.557878752,0.87569847
271,XM_037949566.1,0.038498922,0.998595756,-0.308667699,0.705726368,-0.113265363,0.705704219,0.197998468,0.798926068
272,XM_037949567.1,1.136989822,0.830235556,1.03430252,0.858391766,1.622454837,0.695417937,0.587841525,0.843024446
273,XM_037949568.1,-0.384056219,0.921309522,-1.022911466,0.705726368,-0.839173842,0.526945098,0.192171603,0.928632869
274,XM_037949569.1,0.107071647,0.998595756,0.650354423,0.726320846,0.404639071,0.740107709,-0.230419421,0.829312355
275,XM_037949570.1,-0.255023617,0.998595756,0.21216983,0.976907739,-0.131592886,0.959954829,-0.36345969,0.924452207
276,XM_037949571.1,0.29082367,0.799284116,0.113938897,0.948782345,0.347496458,0.686249471,0.241613541,0.798926068
277,XM_037949572.1,0.30090958,0.97884941,0.339735696,0.948945187,0.399133005,0.705704219,0.05770677,0.987930002
278,XM_037949573.1,-0.302372503,0.877881808,0.467436976,0.729934692,-0.092763199,0.705704219,-0.561506911,0.798926068
279,XM_037949574.1,0.203565119,0.995398427,0.135693238,0.976051254,0.28618646,0.884739253,0.14770963,0.944652097
280,XM_037949575.1,0.299668523,0.974274193,1.145660777,0.705726368,0.9151675,0.705704219,-0.252477846,0.820874496
281,XM_037949576.1,0.034327348,0.998595756,0.544983794,0.881710101,0.271797919,0.878206884,-0.271605969,0.889334149
282,XM_037949577.1,-0.320938501,0.983278783,0.804283873,0.871861997,0.153622934,0.959023661,-0.640093551,0.798926068
283,XM_037949578.1,0.022335775,0.998595756,0.186296908,0.974730983,0.082130737,0.965641125,-0.090296468,0.980573882
284,XM_037949579.1,0.230495072,0.927504261,-0.294806126,0.881710101,0.113151793,0.909093604,0.414527737,0.798926068
285,XM_037949580.1,-0.035695749,0.998595756,-0.545599029,0.762141221,-0.261748046,0.785540669,0.293340716,0.798926068
286,XM_037949581.1,-0.231681028,0.844997077,0.307449767,0.759698442,-0.092763199,0.705704219,-0.378247637,0.798926068
287,XM_037949582.1,-0.213517743,0.979076557,1.770808833,0.682953725,0.719821739,0.705704219,-1.065819988,0.798926068
288,XM_037949583.1,-0.251859268,0.878602109,0.089139359,0.962797113,-0.207454017,0.733237398,-0.297612595,0.798926068
289,XM_037949584.1,0.296725699,0.906587991,0.308719505,0.890920789,0.409223134,0.705704219,0.106535437,0.955660515
290,XM_037949585.1,-0.251494152,0.92674924,-0.001536254,0.999650172,-0.247846616,0.82054605,-0.252300939,0.798926068
291,XM_037949586.1,-0.062289022,0.97884941,-0.034146471,0.971304861,-0.079574279,0.705704219,-0.041870169,0.938528956
292,XM_037949587.1,-0.017514028,0.998595756,0.22691951,0.771777188,0.077574332,0.746179435,-0.152810896,0.816602848
293,XM_037949588.1,-0.185883949,0.812446313,-0.006803525,0.99583185,-0.189219576,0.676554494,-0.191233279,0.798926068
294,XM_037949589.1,1.144691053,0.862685891,0.415345119,0.961160303,1.337825018,0.705704219,0.887144388,0.798926068
295,XM_037949590.1,0.111006717,0.84793217,-0.051168171,0.950097308,0.085631997,0.705704219,0.140978999,0.798926068
296,XM_037949591.1,-0.076800947,0.97884941,0.115973631,0.923790705,-0.024756863,0.935697817,-0.137854957,0.826520439
297,XM_037949592.1,0.085092425,0.998595756,2.195498793,0.656978263,1.360558602,0.471577237,-0.85332604,0.798926068
298,XM_037949593.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
299,XM_037949594.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
300,XM_037949595.1,-0.104181997,0.97884941,0.432080847,0.705726368,0.100694356,0.872609628,-0.317524374,0.798926068
301,XM_037949596.1,-0.076958629,0.97884941,-0.031819167,0.979916558,-0.092763199,0.705704219,-0.0447714,0.961526546
302,XM_037949597.1,-0.07642919,0.99103378,-0.028908014,0.984168583,-0.090920598,0.89143521,-0.0447714,0.958222023
303,XM_037949598.1,-0.117985259,0.959252454,0.446059035,0.705726368,0.084297987,0.877485118,-0.362569057,0.798926068
304,XM_037949599.1,0.096125587,0.963497336,0.178505355,0.838802049,0.179223729,0.705704219,-0.003473015,0.995502828
305,XM_037949600.1,-0.001814582,0.998595756,0.256153984,0.705726368,0.121874721,0.706798729,-0.131069245,0.798926068
306,XM_037949601.1,0.038781356,0.998595756,0.237912795,0.705726368,0.152526567,0.628183456,-0.080959802,0.85011234
307,XM_037949602.1,-0.131119991,0.97884941,0.402898184,0.789500331,0.051006588,0.952316269,-0.318774827,0.798926068
308,XM_037949603.1,0.34920173,0.928352463,-0.807973868,0.705726368,-0.148449787,0.9309907,0.677859025,0.798926068
309,XM_037949604.1,-0.09513914,0.97884941,0.025199734,0.985454741,-0.083555773,0.893702699,-0.102464479,0.861661785
310,XM_037949605.1,-0.039593283,0.97884941,-0.159358044,0.705726368,-0.113365444,0.680274653,0.047268334,0.878153821
311,XM_037949606.1,-0.038709039,0.998595756,0.413470977,0.705726368,0.148509513,0.705704219,-0.266830015,0.798926068
312,XM_037949607.1,0.212845049,0.763392162,0.105444613,0.913057939,0.252012844,0.510520501,0.153245423,0.798926068
313,XM_037949608.1,-0.122511106,0.89471154,-0.15064251,0.844342975,-0.197959415,0.39180708,-0.046080372,0.947286954
314,XM_037949609.1,-0.159137608,0.850816702,0.18518345,0.817007467,-0.076146489,0.853327419,-0.266014092,0.798926068
315,XM_037949610.1,-0.030056393,0.998595756,-0.017612442,0.990309763,-0.040519964,0.937553005,-0.017915125,0.983492
316,XM_037949611.1,-0.343821131,0.827177471,0.169409346,0.941597471,-0.283530406,0.705704219,-0.438808005,0.798926068
317,XM_037949612.1,0.143261682,0.963867532,-0.438977645,0.705726368,-0.084494657,0.919524004,0.369966806,0.798926068
318,XM_037949613.1,-0.373214656,0.830235556,-0.533564427,0.705726368,-0.631739367,0.662371118,-0.105282186,0.923625298
319,XM_037949614.1,0.071298054,0.998595756,-0.512603962,0.841699625,-0.240474862,0.866173997,0.291107753,0.806054054
320,XM_037949615.1,0.508318957,0.973984109,-0.225192987,0.974807813,0.366221764,0.894453566,0.607553386,0.814504081
321,XM_037949616.1,0.03982974,0.998595756,0.120312418,0.938449831,0.097226019,0.86749502,-0.021806075,0.980266535
322,XM_037949617.1,0.454857458,0.850816702,0.777132043,0.705726368,0.872296354,0.628037955,0.103761886,0.950275574
323,XM_037949618.1,-0.007322063,0.998595756,0.240604738,0.805540435,0.088623146,0.815816575,-0.156922967,0.818614891
324,XM_037949619.1,-0.037717736,0.998595756,-0.183683679,0.912239438,-0.131656392,0.809011773,0.054547023,0.961452802
325,XM_037949620.1,-0.188391669,0.998595756,1.235956798,0.705726368,0.461640335,0.826173112,-0.792798926,0.798926068
326,XM_037949621.1,-0.15636369,0.914050652,-0.76499934,0.578683542,-0.492090488,0.432211676,0.272892947,0.798926068
327,XM_037949622.1,-0.156107105,0.830235556,0.062306612,0.953288103,-0.127620177,0.705704219,-0.1943845,0.798926068
328,XM_037949623.1,-0.174301974,0.799284116,-0.206405356,0.729045849,-0.264474279,0.508952591,-0.06418326,0.906223049
329,XM_037949624.1,-0.134263025,0.846682767,0.063184887,0.949781162,-0.105368753,0.705704219,-0.172895391,0.798926068
330,XM_037949625.1,0.271250857,0.799284116,-0.093553741,0.95449237,0.223613781,0.700516921,0.322534778,0.798926068
331,XM_037949626.1,-0.030312312,0.998595756,-0.06547802,0.973627055,-0.058537031,0.939106516,0.012260181,0.989633635
332,XM_037949627.1,-0.093728648,0.955670032,-0.232924318,0.705726368,-0.211044486,0.705704219,0.023052325,0.971548159
333,XM_037949628.1,-0.343089228,0.919820866,-0.059630705,0.98453883,-0.372791779,0.716076311,-0.306318964,0.832650527
334,XM_037949629.1,-0.380144268,0.94307504,1.732222926,0.705726368,0.28422424,0.760019438,-1.457779496,0.798926068
335,XM_037949630.1,-0.052433432,0.998595756,0.452980058,0.834136929,0.129550249,0.877193761,-0.321125655,0.828927813
336,XM_037949631.1,-0.197237542,0.998595756,-0.261204585,0.971480895,-0.388505473,0.907939626,-0.101280263,0.975401398
337,XM_037949632.1,0.215231537,0.914050652,-0.011557789,0.996331036,0.209689265,0.705704219,0.222430399,0.814387435
338,XM_037949633.1,0.770542436,0.818490188,-1.739028838,0.705726368,-0.023111074,0.988272181,1.707805423,0.727500137
339,XM_037949634.1,-0.029500314,0.998595756,0.257169848,0.705726368,0.090449326,0.741184266,-0.168381561,0.798926068
340,XM_037949635.1,0.105386585,0.963867532,-0.031972315,0.979916558,0.0879242,0.842788596,0.120717591,0.84486115
341,XM_037949636.1,-0.034176907,0.998595756,-0.130258173,0.873961615,-0.098678286,0.705704219,0.03258889,0.961452802
342,XM_037949637.1,-0.072925555,0.998595756,0.452658658,0.778936268,0.136337779,0.878201237,-0.309572779,0.798926068
343,XM_037949638.1,-0.18598221,0.791612898,0.03182621,0.975253607,-0.170763213,0.471335662,-0.201495027,0.798926068
344,XM_037949639.1,0.022544826,0.998595756,0.65829139,0.705726368,0.353912776,0.705704219,-0.301655067,0.798926068
345,XM_037949640.1,-0.198493759,0.896906961,0.673960259,0.705726368,0.131122185,0.794183274,-0.554391926,0.798926068
346,XM_037949641.1,-0.083284055,0.998595756,-0.866456807,0.705726368,-0.567491143,0.705704219,0.303265678,0.798926068
347,XM_037949642.1,-0.028721921,0.998595756,0.206750313,0.763826824,0.067467871,0.809011773,-0.136248885,0.798926068
348,XM_037949643.1,-0.207190388,0.998595756,-1.606985816,0.754693462,-0.944136607,0.731533767,0.654456505,0.837493891
349,XM_037949644.1,0.09945337,0.979076557,0.007573824,0.99671587,0.099298533,0.864356925,0.098386544,0.92477331
350,XM_037949645.1,-0.015591868,0.998595756,-0.055552259,0.906038732,-0.042057629,0.801575847,0.014306522,0.964054581
351,XM_037949646.1,-0.146183941,0.998595756,-0.233719671,0.979916558,-0.244252142,0.945860883,-0.010361151,0.998903168
352,XM_037949647.1,0.246769617,0.998595756,1.377849801,0.834169509,0.857387456,0.783272896,-0.528570816,0.895705507
353,XM_037949648.1,0.141103933,0.97884941,-0.010325933,0.996644722,0.136220159,0.764532283,0.16091455,0.90612786
354,XM_037949649.1,-0.272928585,0.998595756,0.960094457,0.910717715,0.272702864,0.942471845,-0.671628745,0.866484418
355,XM_037949650.1,0.808522244,0.906587991,-1.421414591,0.730368716,0.103592622,0.970420141,1.529464541,0.798926068
356,XM_037949651.1,-0.248699357,0.998595756,-1.634822451,0.705726368,-1.161721664,0.705704219,0.464111718,0.798926068
357,XM_037949652.1,-0.013807879,0.998595756,0.064427257,0.926016773,0.016623638,0.942667708,-0.046288957,0.901299319
358,XM_037949653.1,0.75458904,0.919820866,-0.956722891,0.878558923,0.13180435,0.969866307,1.070543824,0.798926068
359,XM_037949654.1,-0.178046681,0.787021659,0.2852947,0.705726368,-0.031884322,0.934431118,-0.312514527,0.798926068
360,XM_037949655.1,0.103932417,0.959248524,0.065804719,0.957453081,0.13378209,0.628037955,0.081260938,0.927986057
361,XM_037949656.1,-0.004934236,0.998595756,-0.076719829,0.95743966,-0.047737421,0.935759183,0.040802727,0.957960202
362,XM_037949657.1,-0.078976233,0.97884941,0.438178196,0.705726368,0.103770034,0.790613101,-0.336213957,0.798926068
363,XM_037949658.1,-0.000749441,0.998968687,-0.51767609,0.705726368,-0.231022302,0.705704219,0.291282186,0.798926068
364,XM_037949659.1,-0.315482478,0.763392162,0.449271291,0.705726368,-0.137384322,0.775282626,-0.588898337,0.798926068
365,XM_037949660.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
366,XM_037949661.1,-0.063373298,0.97884941,-0.058879372,0.956682975,-0.092763199,0.705704219,-0.024979083,0.975401398
367,XM_037949662.1,-0.470543118,0.827177471,-0.121721975,0.968095091,-0.523611582,0.677045928,-0.389296989,0.798926068
368,XM_037949663.1,-0.356137428,0.914050652,0.32763792,0.913057939,-0.193139667,0.871812241,-0.498442541,0.798926068
369,XM_037949664.1,0.754674742,0.763392162,-0.499100035,0.847667045,0.504231079,0.705704219,0.983764178,0.798926068
370,XM_037949665.1,0.043699675,0.998595756,0.4146332,0.705726368,0.217814625,0.705704219,-0.193309363,0.798926068
371,XM_037949666.1,0.146437033,0.774836412,-0.096008481,0.879946608,0.098302419,0.705704219,0.200680668,0.798926068
372,XM_037949667.1,0.089854386,0.948267932,0.382159363,0.705726368,0.266291024,0.446869566,-0.108597642,0.816263478
373,XM_037949668.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
374,XM_037949669.1,0.572295142,0.833943027,-0.003376477,0.999650172,0.575382582,0.641910708,0.615939295,0.798926068
375,XM_037949670.1,-0.201847291,0.961991768,-0.770045497,0.705726368,-0.583033134,0.672175216,0.194778013,0.82418596
376,XM_037949671.1,-0.132461991,0.998595756,-0.47541737,0.831553692,-0.386195766,0.748745619,0.101158806,0.934126502
377,XM_037949672.1,0.058315739,0.979076557,-0.312280799,0.705726368,-0.092763199,0.705704219,0.229505185,0.798926068
378,XM_037949673.1,-0.123466199,0.998595756,-1.077994698,0.705726368,-0.670008891,0.705704219,0.406571627,0.798926068
379,XM_037949674.1,-0.302238513,0.948807665,-1.105589944,0.705726368,-0.82802635,0.565066853,0.271274092,0.857058507
380,XM_037949675.1,0.090497779,0.998595756,-0.334436977,0.949715249,-0.084461616,0.969682145,0.244158946,0.901299319
381,XM_037949676.1,-0.055465505,0.998595756,-0.37804781,0.860729491,-0.235454789,0.794633489,0.142442305,0.923397079
382,XM_037949677.1,-0.43278778,0.732856503,0.073690442,0.963119646,-0.390259145,0.705704219,-0.470290476,0.798926068
383,XM_037949678.1,0.112200145,0.959248524,0.193312852,0.85139148,0.187574448,0.705704219,-0.003247741,0.9963815
384,XM_037949679.1,0.027348698,0.998595756,1.919384064,0.705726368,0.63429216,0.787480617,-1.241700844,0.798926068
385,XM_037949680.1,-0.244513786,0.987247446,-1.491915656,0.705726368,-0.991949234,0.705704219,0.495797771,0.798926068
